id_producto,id_categoria
1601,10
1205,10
902,9
943,10
4451,1
1939,5
2114,6
1677,5
1415,5
4842,7
1369,10
4784,2
1107,10
4481,1
2010,6
2878,1
4476,7
4610,7
4948,2
2174,6
2646,1
2687,2
2384,1
1988,1
4978,2
2379,7
3113,2
2676,1
339,6
281,1
415,1
3067,7
3108,8
2409,7
3405,2
3446,3
3580,3
2747,2
2881,2
2485,2
369,6
107,6
445,1
183,1
3138,8
2835,7
2876,8
2439,7
2573,7
3872,3
3173,2
574,7
475,1
650,2
347,1
3605,9
3302,8
3640,3
3244,3
866,7
1041,8
208,7
942,2
680,2
418,2
3332,8
2936,8
3769,9
4107,4
3408,3
1071,8
710,2
3799,9
3933,9
4574,5
4312,5
1538,9
839,8
1835,3
1876,4
1573,3
1136,2
1177,3
915,3
4528,10
3829,9
4301,4
3905,4
4342,5
1964,9
2302,4
1644,4
1341,3
1382,4
4692,10
4296,10
4430,10
4331,4
4809,6
1598,9
1732,9
1336,9
1295,8
2332,4
2507,5
1674,4
1808,4
1412,4
4798,5
1366,9
1803,10
2799,5
2403,5
1838,4
2275,5
235,4
1792,9
2229,10
3400,6
3004,6
2171,5
2701,5
3342,1
2259,10
3430,6
3471,7
3168,6
2772,6
394,10
3372,1
2848,1
295,4
732,5
849,1
3460,6
3501,7
3064,6
3897,7
3973,2
3140,1
762,5
803,6
541,6
1141,1
1275,1
3968,8
3531,7
3665,7
2832,6
454,10
4265,2
4044,3
1229,6
530,5
571,6
967,6
4394,8
3736,8
4336,3
4470,3
3771,2
1259,6
1300,7
601,6
1638,2
1772,2
1335,1
1073,1
4424,8
4162,8
3766,8
4500,3
4104,3
1464,7
1103,1
4891,9
4192,8
3796,8
4967,4
4268,3
4705,4
4402,3
2327,8
1931,8
1232,7
2269,3
4659,9
4222,8
4397,9
4735,4
4473,4
1699,8
2695,3
2433,3
4899,4
2824,9
2387,8
2125,8
2504,4
126,8
68,3
2854,9
2592,9
2534,4
2272,4
156,8
494,3
366,3
3187,10
2884,9
3321,10
3059,10
2226,9
2360,9
2960,4
361,9
58,8
699,4
262,3
396,3
2693,10
3427,5
3864,6
129,9
3940,1
729,4
863,4
467,4
426,3
3119,10
3253,10
3457,5
3894,6
3632,6
1120,10
1254,10
858,10
555,9
159,9
1196,5
934,5
497,4
631,4
4361,7
1546,10
1284,10
4658,1
4699,2
585,9
626,10
4833,2
1022,10
702,5
2001,1
4350,6
4525,7
3692,6
4129,7
1314,10
918,10
4729,2
1052,10
656,10
4863,2
4467,2
1431,6
2427,1
1769,1
4817,7
4858,8
4118,6
4159,7
4293,7
1082,10
4631,2
2294,7
1857,6
1461,6
1933,1
1671,1
4585,7
4626,8
4189,7
4661,2
2190,7
3058,2
2662,2
1963,1
2097,1
4790,8
2750,7
2791,8
3129,3
2692,2
2867,3
52,6
93,7
390,1
3083,8
3217,8
3258,9
2780,7
3293,3
385,7
519,7
257,7
857,2
595,2
3288,9
2851,8
2985,8
3626,4
3760,4
549,7
287,7
625,2
1062,3
229,2
363,2
3318,9
3056,9
2619,8
3790,4
3394,4
1016,8
620,8
317,7
754,8
1354,3
1092,3
4181,10
3220,9
3424,4
784,8
1221,9
1256,3
4211,10
4345,10
4549,5
4287,5
4025,5
1647,9
814,8
1251,9
948,8
1985,4
1589,4
1723,4
1286,3
3717,10
4055,5
2114,10
1281,9
1415,9
1019,9
4830,1
2452,5
1619,4
1753,4
1794,5
1357,4
1316,3
4009,10
4143,10
4918,6
2144,10
1748,10
4598,1
2523,6
1824,5
4948,6
4552,6
1778,10
1516,10
2949,6
2553,6
2512,5
2250,5
1988,5
2891,1
3421,1
1942,10
2280,5
2717,6
2455,6
77,10
3055,1
415,5
456,6
2747,6
2351,6
2881,6
3918,2
3522,2
3219,1
2823,1
882,6
49,5
486,6
958,1
3476,7
3651,8
3552,2
3290,2
516,6
650,6
254,6
1250,1
854,1
592,1
726,1
330,1
4415,3
4153,3
3320,2
3716,2
3454,2
983,7
680,6
721,7
418,6
1321,2
4445,3
4486,4
4183,3
3921,3
3525,3
1409,7
710,6
1147,7
751,7
1485,2
1089,2
1223,2
4178,9
4312,9
3916,9
3479,8
3875,8
4650,4
3951,3
915,7
2214,3
2348,3
1253,2
4342,9
3905,8
4284,4
4814,4
1207,7
2419,4
2116,3
4506,9
1808,8
1412,8
2408,3
2449,4
1884,3
147,3
2537,9
2141,9
2578,10
1838,8
1879,9
2875,4
2176,3
2613,4
2654,5
2870,10
2567,9
1909,9
3080,5
2247,4
172,9
306,9
644,4
248,4
3034,10
2638,10
2772,10
2335,9
3372,5
3413,6
2714,5
336,9
3751,1
3885,1
674,4
849,5
150,4
3064,10
2802,10
2406,10
3839,6
3443,6
3140,5
3577,6
803,10
4177,1
104,9
3653,1
1141,5
1275,5
879,5
576,4
180,4
3607,6
3741,6
3345,6
571,10
4341,1
3683,1
4120,2
1305,5
1346,6
647,5
1422,1
4074,7
3637,6
997,10
4808,2
4412,2
4109,1
4150,2
1638,6
3888,2
1772,6
1335,5
1376,6
677,5
1848,1
4500,7
4238,7
3842,7
1027,10
4879,3
4576,2
1802,6
1406,6
1144,6
2181,2
1482,1
4268,7
4309,8
4606,2
4647,3
1873,7
2007,7
1174,6
2345,2
1908,1
1646,1
2083,2
4601,8
4735,8
4339,8
2299,7
2736,8
2037,7
1641,7
1775,7
2509,2
2113,2
2766,8
2900,8
2067,7
2201,7
2842,3
2976,3
2580,3
68,7
144,2
4970,9
3233,9
2971,9
3268,3
3006,3
494,7
232,7
570,2
46,2
3263,9
2739,9
3339,4
3473,4
3036,3
262,7
437,8
41,8
1037,3
379,3
3427,9
3031,9
3468,10
2769,9
4202,5
3806,5
1166,9
333,8
770,9
467,8
1108,4
409,3
543,3
3894,10
3236,10
4232,5
3708,5
1196,9
800,9
1330,9
934,9
4745,1
1668,4
1272,4
1010,4
3924,10
4000,5
3604,5
1663,10
4775,1
702,9
4513,1
1698,4
1302,4
1040,4
4863,6
4205,6
1827,10
1128,9
4281,1
1769,5
1903,5
1507,5
2544,1
4934,7
4631,6
1857,10
1461,10
2195,5
1799,5
1933,5
4702,7
2703,7
1963,5
2004,6
3175,2
2342,1
3129,7
2733,7
2034,6
2168,6
3467,2
3205,2
2768,1
431,6
903,1
245,1
3159,7
2897,7
2460,6
2635,7
3672,3
3369,2
461,6
275,1
3626,8
2927,7
3964,3
3440,3
229,6
363,6
1138,2
3528,8
3132,8
3429,2
3470,3
3866,3
696,7
1133,8
1430,2
772,2
510,2
3820,8
3424,8
3558,8
3599,9
4333,4
3896,3
901,8
464,7
1501,3
1198,2
936,2
4549,9
4328,10
3629,9
4101,4
1589,8
890,7
931,8
1665,3
4358,10
4492,10
4696,5
4830,5
1357,8
2394,4
2528,4
2132,4
1870,4
4784,10
4388,10
4994,5
2523,10
1562,9
2995,5
2162,4
4890,5
2949,10
2553,10
2687,10
2291,10
3066,6
2326,4
2367,5
2717,10
2280,9
2455,10
2059,10
3055,5
3096,6
3492,6
2834,6
2397,5
19,9
60,10
3568,1
95,4
2747,10
3126,6
3260,6
49,9
486,10
3860,1
3598,1
125,4
1337,1
2894,6
3028,6
120,10
3628,1
3366,1
854,5
988,5
330,5
1763,1
1367,1
3623,7
4153,7
3757,7
3320,6
418,10
3792,1
622,5
797,6
1834,2
1397,1
1531,1
4183,7
4224,8
3787,7
3525,7
4521,2
4562,3
4259,2
3863,2
4300,3
1747,6
1485,6
1089,6
1823,1
1299,1
4912,8
4516,8
4213,7
3817,7
4650,8
4988,3
4592,3
4289,2
4330,3
2214,7
1818,7
4068,3
1952,7
1556,7
1690,7
2331,3
2028,2
1632,2
4983,9
4721,9
4756,3
4360,3
4494,3
2285,8
1982,7
1324,7
2757,3
2361,3
2058,2
2495,3
1662,2
4751,9
4786,3
2449,8
2053,8
1750,7
2187,8
2921,3
4781,9
4519,9
4857,4
2782,9
2479,8
3254,4
2992,4
2689,3
218,8
4945,9
253,2
690,3
3080,9
2247,8
2684,9
3680,4
3022,4
2719,3
3156,4
2760,4
644,8
720,3
761,4
3110,9
2714,9
3751,5
3885,5
3186,4
3227,5
849,9
16,8
1187,4
750,3
791,4
925,4
488,3
3839,10
3140,9
3577,10
3181,10
2919,10
3915,5
3257,5
442,8
221,9
821,4
518,3
4382,6
3986,6
4120,6
3287,5
1212,10
909,9
513,9
4324,1
1684,5
1422,5
3637,10
4412,6
4150,6
3754,6
980,10
677,9
4488,1
1889,6
1190,5
4180,6
4314,6
1540,10
4955,2
4256,1
4693,2
2181,6
1878,5
4909,7
4647,7
1646,5
2083,6
1687,6
2683,1
2287,1
2025,1
2159,1
4852,8
3150,2
2754,2
2451,1
2888,2
2492,2
3279,8
2883,8
2184,7
3180,2
278,6
657,2
220,1
2872,7
3309,8
3251,3
3781,3
3123,3
646,1
687,2
1083,2
2943,8
4248,4
3852,4
3153,3
1113,2
717,2
455,2
3107,8
3241,8
4144,4
4319,5
1108,8
1242,8
543,7
1143,2
1621,4
1318,3
881,2
3574,9
3312,9
4745,5
3912,4
4349,5
876,8
1010,8
1086,3
4437,10
4041,10
4000,9
3779,10
4816,6
4379,5
4513,5
4117,5
1739,9
1343,9
1302,8
1040,8
2077,4
1378,3
3809,10
4805,5
2072,10
2206,10
1845,4
1979,4
4235,10
2498,10
2236,10
2708,5
4778,6
2400,10
1742,10
2342,5
2476,5
5,10
3513,1
40,4
477,5
2430,10
3071,6
3205,6
2809,6
3584,2
3281,1
507,5
111,5
245,5
2460,10
3235,6
3276,7
2577,6
4010,2
3614,2
2915,1
13,5
3964,7
3306,7
3003,6
3440,7
229,10
3778,2
3516,2
305,5
1476,1
818,1
4507,3
3412,2
3546,2
1471,7
1034,6
1168,6
1209,7
510,6
1809,2
1506,1
1943,2
1285,2
4199,8
3937,8
4409,3
4013,3
3972,2
1501,7
802,6
936,6
1973,2
2014,3
1577,2
4666,9
3967,8
4043,3
1927,7
1968,8
2102,8
1706,8
1665,7
1403,7
2003,2
2440,3
4696,9
4393,8
4434,9
4172,9
4772,4
4906,4
2394,8
2132,8
1736,8
2173,9
1870,8
1474,8
2470,3
1812,3
4598,9
4936,4
4540,4
1504,8
2937,4
2238,3
1842,3
2675,4
4890,9
4931,10
2891,9
2629,9
2233,9
2268,3
2705,4
2443,4
269,3
403,3
2962,10
3492,10
2659,9
2397,9
2834,10
3434,5
3568,5
3172,5
3131,4
398,9
95,8
136,9
37,3
171,3
3522,10
3126,10
3260,10
3598,5
3639,6
2940,5
562,9
4373,1
1162,4
1337,5
941,5
900,4
3552,10
2894,10
3028,10
854,9
895,10
592,9
196,9
4444,2
930,4
971,5
1105,5
272,4
3699,6
3437,6
1321,10
1059,10
4433,1
797,10
3909,1
1001,5
1910,1
4824,7
4562,7
4300,7
1089,10
693,10
827,10
2260,6
1602,6
769,5
1299,5
2202,1
2336,1
1940,1
4895,8
4802,2
4406,2
2069,7
1370,6
2407,2
4360,7
4797,8
2361,7
2099,7
1796,6
2833,2
2874,3
2571,2
2134,1
4903,3
2263,7
2863,2
3300,3
2205,2
2339,2
264,7
4857,8
3254,8
2293,7
2334,8
3330,3
3068,3
2631,2
32,7
632,2
3325,9
3022,8
2626,8
2760,8
2364,8
324,7
761,8
1099,3
400,2
534,2
3052,8
3227,9
3827,4
3262,3
925,8
92,7
1129,3
1263,3
867,3
430,2
564,2
605,3
3257,9
3991,4
4428,5
3595,4
1217,8
821,8
559,8
297,8
1730,4
3287,9
3724,10
4458,5
4062,5
3800,5
985,8
2022,4
1061,3
1102,4
1498,4
4412,10
3713,9
3754,10
4791,6
4092,5
4529,6
1755,10
1889,10
4867,1
1190,9
2093,5
2227,5
1394,4
1831,5
1528,4
3784,10
4256,5
4693,6
1523,10
1861,5
1995,5
1558,4
2770,1
4723,6
1553,10
1687,10
2724,6
2421,5
2025,5
3196,1
26,5
2055,5
2492,6
2230,6
3488,1
3226,1
452,5
2918,6
2959,7
2656,6
2994,1
2598,1
261,6
3647,7
3426,8
2989,7
2727,7
3327,2
3024,1
687,6
291,6
629,1
501,1
3852,8
3456,8
1020,7
455,6
59,6
1626,2
1230,2
793,1
3620,8
4220,3
3521,2
1621,8
1318,7
485,6
1260,2
998,2
4215,9
3912,8
4687,4
4425,4
4122,3
1214,7
952,7
1389,8
1989,3
1290,2
1727,3
1465,3
4816,10
4379,9
4892,5
2077,8
1681,8
982,7
1157,8
2153,3
2194,4
4281,9
4485,4
2544,9
1449,8
1886,9
2620,4
2224,4
1921,3
1962,4
4573,9
4352,10
2574,9
2312,9
1916,9
2050,9
4778,10
86,3
2080,9
3117,5
2418,4
2552,4
477,9
815,4
419,4
553,4
3071,10
2413,10
3584,6
111,9
3922,1
4056,1
886,5
146,3
187,4
321,4
3748,6
2915,5
3352,6
3311,5
537,9
275,9
316,10
3690,1
13,9
916,5
654,5
351,4
392,5
4040,6
3778,6
1004,10
305,9
742,10
4553,2
1342,5
1121,6
818,5
4507,7
4245,7
3546,6
3587,7
1034,10
510,10
1809,6
1547,6
1885,1
1623,1
3879,7
4916,3
4613,2
4351,2
3955,2
1880,7
2014,7
2049,1
2090,2
1391,1
4305,7
4346,8
4043,7
4684,3
4818,3
2778,2
2382,2
2516,2
4376,8
2511,8
2208,7
2249,8
2546,2
4540,8
285,2
2238,7
1842,7
3013,3
2576,2
2314,2
2751,3
315,2
2705,8
2309,8
3043,3
3084,4
2385,3
269,7
310,8
444,8
782,3
3434,9
3172,9
2776,9
3114,4
2811,3
3248,4
474,8
37,7
812,3
946,3
247,2
3202,9
2940,9
3540,4
3715,5
3278,4
1337,9
638,8
242,8
1279,4
976,3
318,3
3931,10
3232,9
4007,5
3745,5
1233,9
1408,10
668,8
709,9
4520,1
1705,4
610,3
785,4
3699,10
3833,10
4608,6
4212,6
1834,10
1438,10
4946,1
4288,1
1776,5
1910,5
1514,5
4941,7
4638,6
4242,6
769,9
4976,1
4714,1
4318,1
1940,5
4971,7
4709,7
4406,6
2273,6
1574,5
2879,1
2483,1
4873,7
4949,2
2041,6
2513,1
135,5
4903,7
252,1
2601,6
2642,7
2339,6
3242,2
544,1
678,1
282,1
3068,7
3668,2
3709,3
3447,3
3010,2
632,6
236,6
370,6
411,7
1145,2
312,1
50,1
3360,7
3401,8
3535,8
4135,3
3739,3
3436,2
1099,7
837,7
441,7
4,6
138,6
738,1
779,2
476,1
3868,9
3169,8
3903,3
3507,3
430,6
471,7
1642,3
809,2
4294,9
3898,9
4032,9
4632,4
4370,4
3671,3
1596,8
1200,8
635,7
2068,3
973,2
4324,9
4499,10
3800,9
3876,4
1801,9
1498,8
2139,4
1836,3
1831,9
1132,8
2565,4
2303,4
1907,4
1604,3
4955,10
4559,10
4693,10
2257,9
2595,4
2770,5
2333,4
1937,4
3062,5
2800,5
26,9
364,4
2055,9
2230,10
3267,6
2830,5
2568,5
56,9
231,10
3605,1
3343,1
569,5
3559,6
3297,6
523,10
657,10
261,10
3635,1
3769,1
733,5
296,4
1112,1
4160,7
3327,6
3461,6
291,10
425,10
3403,1
3537,1
1025,5
1066,6
501,5
1404,1
1538,1
3794,7
3928,7
3095,6
4528,2
4266,2
4004,2
531,5
572,6
1830,1
4220,7
4657,8
4599,3
485,10
4296,2
4337,3
1260,6
1697,7
864,6
1901,2
2035,2
940,1
4728,9
4029,8
3592,7
4105,3
1989,7
1727,7
1290,6
1669,2
4455,8
2590,8
2194,8
1833,2
4485,8
4526,9
4660,9
4998,4
2620,8
2661,9
1962,8
2958,3
2562,3
2696,3
1863,2
2038,3
4556,9
39,3
3087,9
2988,3
3163,4
2330,3
2464,3
331,3
3117,9
3158,10
3496,5
2756,3
157,8
2885,9
2926,10
2489,9
2623,9
3922,5
3223,4
3264,5
3660,5
886,9
490,9
187,8
263,3
3614,10
2915,9
2956,10
3428,5
520,9
392,9
1388,4
1429,5
3382,10
1517,10
1121,10
684,9
818,9
1459,5
1197,5
4583,6
4187,6
3925,6
1809,10
3663,6
1547,10
1151,10
4921,1
4659,1
4263,1
4700,2
4001,1
1885,5
1926,6
1623,5
1186,4
2398,1
4916,7
4613,6
4392,7
1315,10
919,10
4427,1
1653,5
4381,6
4422,7
1345,10
4760,2
4498,2
1724,6
1462,6
1934,1
4848,7
4889,8
4924,2
2150,6
2587,7
3187,2
2925,2
361,1
3054,8
2617,7
2751,7
2355,7
3089,2
2693,2
2431,2
653,1
129,1
2647,7
2781,7
2822,8
3160,3
1120,2
858,2
25,1
159,1
200,2
3510,8
3114,8
3324,3
550,7
154,7
591,8
888,2
626,2
3540,8
3715,9
2882,8
4315,4
3354,3
1279,8
318,7
4444,10
3611,9
3745,9
3483,9
4386,5
4083,4
610,7
1047,8
785,8
1385,3
1519,3
1123,3
4474,10
4212,10
3816,10
4812,5
1380,9
1910,9
1077,8
1852,4
1986,4
4504,10
4242,10
3846,10
3980,10
1940,9
1678,9
2278,4
1882,4
2057,5
4785,6
2407,10
2011,10
1574,9
1708,9
1749,10
2349,5
2046,4
1825,5
3258,1
2437,10
2175,10
1779,10
2513,5
252,5
2467,10
2980,6
544,5
282,5
20,5
3709,7
3843,7
236,10
3482,1
3523,2
3220,1
1145,6
825,1
3873,7
3914,8
3215,7
4211,2
3949,2
3553,2
3291,2
913,6
517,6
1513,1
1117,1
855,1
3507,7
809,6
943,6
547,6
1281,1
1322,2
4411,9
4749,4
4009,2
1672,7
1276,7
1410,7
973,6
752,7
4837,9
4517,4
1440,7
1044,7
1178,7
2215,3
1516,2
4867,9
4908,10
4471,9
1907,8
1470,7
1645,8
2682,4
2245,3
4635,9
4239,9
2974,4
3108,4
2450,4
72,8
4665,9
4840,10
2800,9
2101,8
2480,4
364,8
2871,10
2568,9
2609,10
2172,9
2510,4
435,9
511,4
249,4
3559,10
3297,10
2598,9
2936,4
3111,5
599,9
4014,1
937,4
279,4
413,4
3327,10
4102,6
3007,5
3141,5
1066,10
4440,1
367,9
4312,1
3916,1
1538,5
705,4
839,4
3095,10
3474,6
4004,6
3608,6
1096,10
397,9
4208,1
4342,1
4383,2
1609,6
1172,5
910,5
4337,7
4034,6
4075,7
1260,10
602,10
4809,2
3976,1
1901,6
1598,5
1377,6
2373,1
2111,1
1715,1
1453,1
4763,7
4367,7
2065,6
1669,6
1407,6
1844,7
2578,2
1745,1
1483,1
4572,8
2532,7
2136,7
1833,6
1437,6
1874,7
2608,2
4864,8
1863,6
2038,7
336,1
2633,8
2330,7
3542,4
2843,3
331,7
407,2
541,2
145,2
104,1
3496,9
2797,8
3234,9
3531,3
3135,3
495,7
99,7
833,2
874,3
571,2
2961,8
3602,4
3299,3
2903,3
828,8
700,8
304,8
601,2
3690,9
3731,10
3428,9
4465,5
4069,5
4028,4
4203,5
3370,4
1429,9
730,8
334,8
1371,4
1505,4
1068,3
806,3
4419,10
4157,10
3720,9
3895,10
4536,6
3796,4
1459,9
1063,9
1098,3
3925,10
3529,10
3663,10
3867,5
1926,10
831,9
965,9
2002,5
3955,10
4992,6
1694,10
1257,9
4806,1
1729,4
2166,5
2807,1
4760,6
4894,6
4498,6
2120,10
1858,10
1462,10
2237,6
1934,5
3233,1
2971,1
197,5
4924,6
1754,10
3187,6
2663,6
151,10
3438,2
2605,1
2739,1
227,5
4995,7
740,1
2955,6
3130,7
2693,6
