id_prod,nombre,direccion,precio,stock,imagen_url,fecha_creacion,proveedor
26,Alfombra Sapiente,"Pasaje Adoración Hidalgo 92 Puerta 8 , Toledo, 17202",1471.09,36,https://picsum.photos/200/300?random=26,2024-05-30,Finanzas del Norte S.A.
27,Mochila Deportiva Illum,"Pasadizo de Berto Bartolomé 4 Piso 1 , Toledo, 40365",216.29,52,https://picsum.photos/200/300?random=27,2024-12-25,Industrias Bonilla & Asociados S.A.
28,Auriculares Exercitationem,"Via de Federico Bas 43, Almería, 19985",8452.63,107,https://picsum.photos/200/300?random=28,2024-05-30,Hnos Luna S.Coop.
29,Zapatos Deportivos Maiores,"Avenida Álvaro Clemente 787, Segovia, 13884",6187.48,88,https://picsum.photos/200/300?random=29,2024-12-30,Salas y asociados S.Com.
30,Set de Manualidades Delectus,"Vial Maura Adán 95 Puerta 4 , Zamora, 27346",1749.99,63,https://picsum.photos/200/300?random=30,2024-11-23,Transportes Ledesma y asociados S.A.
31,Tostadora Mollitia,"Rambla de Eusebia Arroyo 54 Piso 6 , Burgos, 28352",1941.04,91,https://picsum.photos/200/300?random=31,2024-07-06,Lastra & Asociados S.L.
32,Juguete de Ciencia Et,"Glorieta Amarilis Morillo 52, Almería, 20421",9561.74,128,https://picsum.photos/200/300?random=32,2025-04-22,Inmobiliaria Avanzadas S.Com.
33,Bufanda Modi,"Acceso de Susanita Romero 366, Pontevedra, 16293",7393.38,81,https://picsum.photos/200/300?random=33,2024-11-02,Beltran & Asociados S.Com.
34,Sandalias Quidem,"Acceso de Osvaldo Bermudez 45, Toledo, 26792",449.93,53,https://picsum.photos/200/300?random=34,2023-08-13,Hnos Pomares S.A.U
35,Pesas Laborum,"Pasaje Juan Carlos Monreal 784 Piso 5 , Ourense, 04908",3789.7,91,https://picsum.photos/200/300?random=35,2025-01-27,Farmaceútica Sala y asociados S.L.L.
36,Cargador Rerum,"Acceso Bartolomé Martín 881 Apt. 84 , Las Palmas, 03535",667.94,146,https://picsum.photos/200/300?random=36,2024-09-09,Desarrollo Nieto S.L.
37,Sombrero Doloremque,"Vial de Dan Milla 791 Piso 6 , Soria, 41947",4480.75,29,https://picsum.photos/200/300?random=37,2024-11-30,Desarrollo Internacionales S.A.
38,Juguete de Baño Amet,"Calle de Abraham Diaz 60 Apt. 58 , Castellón, 21923",2533.99,158,https://picsum.photos/200/300?random=38,2023-06-03,Eliseo Yuste Cortes S.Com.
39,Chanclas Sed,"Via Fidel Borja 989, Guadalajara, 51655",5032.47,84,https://picsum.photos/200/300?random=39,2025-03-18,Finanzas VOJ S.L.N.E
40,Gorra Possimus,"Pasaje de Renato Múgica 48 Puerta 2 , Córdoba, 09836",1049.93,52,https://picsum.photos/200/300?random=40,2024-04-21,Falcó y asociados S.L.
41,Enciclopedia Neque,"Cañada Chelo Andrade 397, Ávila, 13538",4060.8,194,https://picsum.photos/200/300?random=41,2024-05-13,Comercial Avanzadas S.Coop.
42,Gorra Rerum,"Pasaje Constanza Pinilla 37, Soria, 09919",1391.32,119,https://picsum.photos/200/300?random=42,2024-08-24,Banca Privada Vicente S.L.
43,Libro de Texto Non,"Pasadizo Moisés Tormo 4 Apt. 05 , Salamanca, 10584",2631.67,104,https://picsum.photos/200/300?random=43,2024-08-25,Promociones Tudela S.L.
44,Juego de Cartas Fugit,"C. de Francisco Javier Aroca 91 Puerta 1 , Las Palmas, 19349",3660.38,161,https://picsum.photos/200/300?random=44,2024-09-18,Industrias SU S.Com.
45,Batidora Necessitatibus,"Avenida de Herminia Cabo 28, Huelva, 05583",7194.41,3,https://picsum.photos/200/300?random=45,2025-03-21,Bonet y Ramis S.Com.
46,Muñeca Ullam,"Urbanización de Vilma Cuadrado 962 Puerta 1 , Ourense, 02394",9600.07,31,https://picsum.photos/200/300?random=46,2024-10-01,Minería Ávila S.L.N.E
47,Libro de Ciencia Assumenda,"Camino Humberto Rodrigo 2, Santa Cruz de Tenerife, 51663",7257.52,101,https://picsum.photos/200/300?random=47,2023-11-26,Belda y Oliveras S.L.N.E
48,Ensayo Sapiente,"Pasaje Emelina Oliveras 67, Toledo, 34657",149.33,131,https://picsum.photos/200/300?random=48,2023-11-29,Distribuciones SQ S.Coop.
49,Espejo Ratione,"Rambla Rosa María Baena 8 Puerta 8 , Guadalajara, 08922",1539.57,100,https://picsum.photos/200/300?random=49,2023-09-21,Compañía MH S.Com.
50,Cargador Portátil Laboriosam,"Cañada Flora Villalobos 53 Piso 5 , Badajoz, 16262",5736.16,48,https://picsum.photos/200/300?random=50,2023-11-14,Servicios Somoza y asociados S.Com.
51,Mochila Ullam,"Avenida Sancho Lamas 23, Zamora, 02877",3496.82,147,https://picsum.photos/200/300?random=51,2024-05-01,Reyes y Calvo S.Com.
52,Juguete de Exterior Quos,"Cañada de Máximo Iniesta 7 Puerta 9 , Zaragoza, 23091",4281.88,161,https://picsum.photos/200/300?random=52,2024-04-29,Soluciones Salas S.L.
53,Cinturón Ex,"Paseo Francisco Cuevas 72, Vizcaya, 43090",6717.81,136,https://picsum.photos/200/300?random=53,2023-07-20,Modesta Marcos Escolano S.A.
54,Libro de Historia Distinctio,"Acceso de Abigaíl Vendrell 51 Apt. 49 , Valencia, 32212",6162.52,74,https://picsum.photos/200/300?random=54,2024-08-17,Desarrollo Molina & Asociados S.L.U.
55,Casco Soluta,"Ronda de Amor Comas 19 Apt. 46 , Zamora, 50163",5728.33,29,https://picsum.photos/200/300?random=55,2024-03-28,Minería Escribano S.L.L.
56,Reloj de Pared Eius,"Cuesta Adrián Alarcón 259 Puerta 9 , Teruel, 32378",8140.47,24,https://picsum.photos/200/300?random=56,2024-04-11,Roselló y Bejarano S.Com.
57,Libro Infantil Atque,"Paseo de Diego Porcel 70 Piso 3 , Barcelona, 10455",999.23,99,https://picsum.photos/200/300?random=57,2025-01-26,Olga Andres Coello S.Coop.
58,Microondas Quisquam,"Glorieta de Estefanía Bru 6, Murcia, 15883",9324.55,99,https://picsum.photos/200/300?random=58,2025-03-24,Hnos Gibert S.L.L.
59,Armario Alias,"Ronda de Ramona Luz 4 Piso 2 , Jaén, 05867",4441.85,47,https://picsum.photos/200/300?random=59,2023-12-20,Carbonell y asociados S.Coop.
60,Pelota Rem,"Camino de Silvia Barbero 24, Ciudad, 05168",4890.49,116,https://picsum.photos/200/300?random=60,2024-01-21,Suministros NUO S.A.
61,Botas de Agua Eveniet,"Paseo de Regina Aguilera 9, León, 05266",4952.17,119,https://picsum.photos/200/300?random=61,2025-05-06,Rolando Isern Tejada S.A.
62,Manual Eum,"Plaza Enrique Vendrell 1, Alicante, 42099",5239.46,50,https://picsum.photos/200/300?random=62,2024-09-16,Palomares y asociados S.Com.
63,Mochila Deportiva Laborum,"Avenida de Sabas Tirado 78, Ceuta, 45093",9897.61,60,https://picsum.photos/200/300?random=63,2025-02-03,Hotel Gámez S.L.N.E
64,Saco de Dormir Aliquid,"Pasaje Manuel Cantón 65, León, 22355",8046.7,151,https://picsum.photos/200/300?random=64,2024-07-02,Consultoría Heras S.Com.
65,Bolso Nulla,"Via Olivia Sedano 48, Álava, 35263",9943.07,122,https://picsum.photos/200/300?random=65,2024-05-18,Fábrica Inteligentes S.A.U
66,Guantes Iusto,"Callejón Lino Tapia 939 Apt. 02 , Cáceres, 27133",1275.79,49,https://picsum.photos/200/300?random=66,2023-07-03,Mármol y asociados S.L.
67,Juguete de Exterior Repudiandae,"Rambla de Francisco Javier Jurado 70 Piso 3 , Castellón, 38934",4455.93,6,https://picsum.photos/200/300?random=67,2025-01-22,Instalaciones SVR S.Com.
68,Mesa de Centro Amet,"Pasadizo Maximino Rojas 80 Puerta 0 , Barcelona, 20404",4443.81,4,https://picsum.photos/200/300?random=68,2024-08-03,Restauración XJDN S.Coop.
69,Impresora Dolorem,"Cuesta de Francisco Jose Álamo 66, Cáceres, 14987",2432.04,169,https://picsum.photos/200/300?random=69,2024-04-17,Teresa Roig Ferrando S.L.N.E
70,Cojín Et,"Camino de Julieta Diéguez 68 Puerta 2 , Albacete, 47425",8288.05,61,https://picsum.photos/200/300?random=70,2024-04-30,Construcción Carreras S.Com.
71,Router Maxime,"Pasadizo de Celia Roura 79, Segovia, 50840",6290.39,72,https://picsum.photos/200/300?random=71,2023-12-20,Porfirio Diaz Palau S.A.
72,Cámara Veritatis,"Pasaje Fulgencio Estévez 60 Apt. 22 , Vizcaya, 23418",9412.48,55,https://picsum.photos/200/300?random=72,2024-08-20,Cándida Aguirre Cabeza S.L.
73,Zapatos de Tacón Ratione,"Ronda Bienvenida Barón 254 Apt. 54 , Almería, 44809",7163.47,136,https://picsum.photos/200/300?random=73,2023-07-03,Grupo Murillo S.L.
74,Olla Dolorum,"Alameda Lucila Lillo 7 Piso 2 , Ourense, 11665",2766.11,158,https://picsum.photos/200/300?random=74,2023-08-28,Farmaceútica Ibéricos S.Coop.
75,Libro de Texto Ipsa,"Camino de Saturnino Fuentes 31, Tarragona, 09543",5249.22,94,https://picsum.photos/200/300?random=75,2023-08-15,Armando Tomé Alvarez S.Com.
76,Tostadora Occaecati,"Rambla Adán Ponce 69 Piso 1 , Tarragona, 16808",1424.19,199,https://picsum.photos/200/300?random=76,2023-09-08,Desarrollo DS S.Coop.
77,Enciclopedia Delectus,"Plaza Aura Segarra 97, Burgos, 33864",3579.38,68,https://picsum.photos/200/300?random=77,2025-04-21,Toro y asociados S.Coop.
78,Sombrero Autem,"Pasadizo de Jimena Fabra 2 Piso 7 , Toledo, 43745",184.85,75,https://picsum.photos/200/300?random=78,2025-04-16,Ledesma y Gomis S.A.U
79,Pendientes Neque,"Callejón de Edmundo Llano 66 Puerta 3 , Baleares, 31449",7167.61,54,https://picsum.photos/200/300?random=79,2024-03-24,Servicios Avanzadas S.A.
80,Cuadro Odit,"Plaza de Alicia Sanmiguel 64 Apt. 98 , Alicante, 02696",1285.68,111,https://picsum.photos/200/300?random=80,2024-03-13,Silvia Barriga Nevado S.L.L.
81,Vaso Reprehenderit,"Via Pía Guijarro 53 Puerta 6 , Segovia, 23771",8774.36,81,https://picsum.photos/200/300?random=81,2023-11-23,María Cristina Alcázar Amor S.L.
82,Lámpara Dolorem,"Plaza Cristian Girón 1 Apt. 91 , Badajoz, 24858",1266.07,50,https://picsum.photos/200/300?random=82,2023-11-26,Baró y asociados S.A.
83,Micrófono Nisi,"Glorieta de Aurora Pizarro 46, Segovia, 48511",6631.55,54,https://picsum.photos/200/300?random=83,2025-03-08,Desarrollo Inteligentes S.L.
84,Tren de Juguete Ratione,"Ronda Cruz Polo 11, Valencia, 11942",9178.94,53,https://picsum.photos/200/300?random=84,2023-09-27,Narciso Cortés Tejera S.L.
85,Plato Eius,"Cuesta Mario Sancho 6 Puerta 4 , Segovia, 37918",2508.57,60,https://picsum.photos/200/300?random=85,2024-01-29,Cabeza y Ortuño S.A.
86,Zapatos de Tela Aut,"Acceso Victor Gelabert 33 Piso 5 , Madrid, 13205",1874.53,124,https://picsum.photos/200/300?random=86,2024-04-29,Inmobiliaria Palau S.A.
87,Zapatos Elegantes Tempora,"Cuesta Maxi Acero 443 Apt. 72 , Pontevedra, 15928",505.24,70,https://picsum.photos/200/300?random=87,2024-04-22,Alimentación del Mediterráneo S.C.P
88,Botella de Agua Eum,"Vial Serafina Perea 816 Puerta 2 , Ciudad, 04644",8383.04,127,https://picsum.photos/200/300?random=88,2024-10-09,Comercializadora Castellana S.A.
89,Cinta de Correr Aliquam,"Camino de Mercedes Pablo 25 Apt. 87 , Cantabria, 02617",9171.88,122,https://picsum.photos/200/300?random=89,2025-01-13,Santiago y Sala S.L.
90,Juego de Mesa Impedit,"Ronda Feliciana Fabregat 18, Cádiz, 04090",7528.48,130,https://picsum.photos/200/300?random=90,2023-12-10,Inversiones JCLI S.L.N.E
91,Cuento Nesciunt,"Pasadizo de Jonatan Salgado 514 Apt. 95 , León, 05991",7070.65,192,https://picsum.photos/200/300?random=91,2024-08-08,Industrias Abad & Asociados S.L.
92,Zapatos de Tacón Odit,"Calle de Florencia Maestre 26 Apt. 79 , Huesca, 23551",526.53,72,https://picsum.photos/200/300?random=92,2023-08-31,Córdoba y asociados S.L.
93,Plato Iste,"Cuesta de Ariadna Benavent 63, Cádiz, 23427",1567.68,177,https://picsum.photos/200/300?random=93,2024-04-30,Vélez y Ávila S.Com.
94,Mesa Nihil,"Pasaje Tecla Gonzalez 19 Apt. 61 , Málaga, 21867",5358.44,135,https://picsum.photos/200/300?random=94,2024-08-02,Talleres Baquero y asociados S.L.N.E
95,Camiseta Debitis,"Acceso de Poncio Iñiguez 99, Castellón, 01398",360.3,174,https://picsum.photos/200/300?random=95,2023-08-26,Martin Figuerola Aguilera S.A.
96,Pelota Nulla,"Acceso Valerio Calvet 88 Piso 3 , Córdoba, 10339",9378.84,168,https://picsum.photos/200/300?random=96,2023-05-22,Banca Privada PPME S.L.
97,Casco Minima,"Camino de Victor Corominas 539 Puerta 5 , Valladolid, 46006",3903.78,44,https://picsum.photos/200/300?random=97,2024-12-15,Supermercados Alba S.L.N.E
98,Silla de Comedor Odio,"Cuesta Néstor Medina 4 Piso 4 , Segovia, 26480",1054.69,181,https://picsum.photos/200/300?random=98,2023-08-08,Enrique Villanueva Sanz S.L.
99,Juguete de Exterior Et,"Pasadizo de Olimpia Vaquero 38 Puerta 1 , Ciudad, 21545",1786.5,26,https://picsum.photos/200/300?random=99,2024-10-27,Transportes Tamarit & Asociados S.L.N.E
100,Cubertería Quo,"Cuesta Clarisa Pedraza 863, Cuenca, 13926",8604.72,81,https://picsum.photos/200/300?random=100,2023-08-17,Talleres Borrego y asociados S.A.
101,Cabecero Quas,"Alameda Francisca Torres 3, Cuenca, 05131",1834.74,10,https://picsum.photos/200/300?random=101,2024-02-27,Comercializadora Cortes & Asociados S.A.
102,Vajilla Rem,"Callejón de Hilda Mármol 44 Apt. 06 , Álava, 34881",1514.46,53,https://picsum.photos/200/300?random=102,2024-12-03,Tecnologías Costa & Asociados S.Coop.
103,Libro de Viajes Quidem,"C. de Tecla Zamora 42 Puerta 2 , Girona, 28172",5385.95,115,https://picsum.photos/200/300?random=103,2024-02-06,Supermercados Bilbao S.A.
104,Juego de Cartas Sed,"Vial de Ariel Malo 901, Valladolid, 49134",51.78,53,https://picsum.photos/200/300?random=104,2023-11-17,Galindo & Asociados S.A.
105,Espejo Veniam,"C. de Aurelia Galán 27 Puerta 3 , Málaga, 27790",7680.64,20,https://picsum.photos/200/300?random=105,2023-10-19,Egea y Ruiz S.Coop.
106,Libro de Viajes Similique,"Alameda Silvia Serrano 484, Ávila, 43764",9406.01,165,https://picsum.photos/200/300?random=106,2024-03-03,Grupo Campos S.Coop.
107,Vestido Odio,"Paseo de Edu Hoz 4, Ourense, 28002",6179.23,50,https://picsum.photos/200/300?random=107,2023-12-19,Compañía Garay & Asociados S.A.
108,Laptop Ullam,"Callejón Judith Vila 528 Piso 6 , Lleida, 25723",1630.24,95,https://picsum.photos/200/300?random=108,2023-08-30,Finanzas Españolas S.A.T.
109,Maletín Praesentium,"Rambla Dionisio Cabañas 67 Apt. 10 , Valencia, 49286",8081.82,151,https://picsum.photos/200/300?random=109,2025-03-06,Inmobiliaria Verdugo S.Coop.
110,Plancha Odit,"Callejón Tadeo Campillo 461, Sevilla, 51466",8121.42,55,https://picsum.photos/200/300?random=110,2023-10-29,Construcción JJO S.L.L.
111,Cama Ut,"Paseo Florencio Moles 286, Melilla, 13191",3191.49,149,https://picsum.photos/200/300?random=111,2025-04-21,Suministros XDJF S.A.
112,Zapatos de Tacón Suscipit,"Ronda de Felipa Pujol 80 Apt. 64 , Salamanca, 32690",7550.6,108,https://picsum.photos/200/300?random=112,2023-10-09,Despacho Merino S.L.N.E
113,Bicicleta Quidem,"Avenida Gertrudis Arce 45 Piso 0 , Santa Cruz de Tenerife, 48828",6933.39,41,https://picsum.photos/200/300?random=113,2023-08-13,Fábrica JN S.L.
114,Libro de Historia Molestias,"Callejón de Severino Hervia 34, Lugo, 20453",4014.16,168,https://picsum.photos/200/300?random=114,2024-04-02,Grupo Arjona S.L.
115,Auriculares Fugit,"Glorieta de Amparo Pedrero 4 Puerta 8 , Cáceres, 28830",4687.64,87,https://picsum.photos/200/300?random=115,2024-02-01,Alcántara y Antón S.A.U
116,Monitor Exercitationem,"Glorieta de Trinidad Crespo 416 Apt. 83 , Madrid, 50944",2830.71,80,https://picsum.photos/200/300?random=116,2025-02-05,Finanzas Castellana S.L.
117,Camiseta Consectetur,"Acceso Remedios Conde 82, Barcelona, 42479",3218.11,74,https://picsum.photos/200/300?random=117,2024-05-15,Anselmo Portillo Gilabert S.Coop.
118,Pelota Aliquid,"Glorieta Felicidad Alemany 89 Piso 4 , Huesca, 33698",2720.86,122,https://picsum.photos/200/300?random=118,2025-01-19,Desarrollo Hidalgo S.Com.
119,Dron Non,"Camino Jose Angel Gelabert 1, Albacete, 25346",7759.13,93,https://picsum.photos/200/300?random=119,2023-12-22,Alvarado & Asociados S.C.P
120,Cafetera Excepturi,"Avenida Edgardo Quintana 76, Valladolid, 41633",7638.26,111,https://picsum.photos/200/300?random=120,2024-07-16,Hermanos Bonet S.L.L.
121,Libro de Texto Nostrum,"Urbanización de Isidoro Priego 6, Salamanca, 03729",183.86,197,https://picsum.photos/200/300?random=121,2024-06-10,Casas y Alcalde S.Com.
122,Tostadora Ex,"Urbanización de Liliana Chacón 1 Puerta 8 , Tarragona, 13143",278.52,148,https://picsum.photos/200/300?random=122,2024-09-01,Comercial Ángel S.Coop.
123,Refrigerador Esse,"Calle de Micaela Sala 54 Puerta 4 , Sevilla, 39537",7571.47,105,https://picsum.photos/200/300?random=123,2024-08-19,Bernal & Asociados S.C.P
124,Tren de Juguete Magni,"Acceso Gloria Romero 61 Apt. 11 , Ciudad, 41775",9070.01,15,https://picsum.photos/200/300?random=124,2024-09-30,Construcción Vilalta S.C.P
125,Diccionario Quam,"Calle de Felicidad Noriega 897 Piso 9 , Segovia, 32992",3792.96,58,https://picsum.photos/200/300?random=125,2024-07-31,Vasco Orozco Pacheco S.L.L.
126,Bailarinas Ea,"Glorieta de Eligio Ochoa 51 Apt. 94 , Granada, 45906",7987.27,173,https://picsum.photos/200/300?random=126,2024-07-26,Suministros IRH S.C.P
127,Silla de Oficina Reiciendis,"Camino Rómulo Andreu 93, La Rioja, 21980",4586.59,184,https://picsum.photos/200/300?random=127,2025-01-12,Cantero y Sacristán S.A.
128,Marioneta Eligendi,"Cañada de Vanesa Téllez 2 Puerta 7 , Palencia, 33528",9987.14,136,https://picsum.photos/200/300?random=128,2024-04-01,Desarrollo Española S.L.N.E
129,Guantes Quibusdam,"Acceso Viviana Vendrell 222 Piso 1 , Melilla, 34028",3069.19,92,https://picsum.photos/200/300?random=129,2024-04-28,Compañía Aparicio S.L.N.E
130,Cubertería Dolor,"Cañada de Régulo Quiroga 197 Apt. 89 , Castellón, 14350",2832.82,102,https://picsum.photos/200/300?random=130,2025-04-11,Infraestructuras OP S.C.P
131,Bufanda Et,"Cañada Benjamín Alonso 50 Piso 4 , Melilla, 26962",7215.05,93,https://picsum.photos/200/300?random=131,2024-03-24,Compañía Zamora S.C.P
132,Saco de Dormir Aspernatur,"Paseo Fortunato Sevilla 16 Piso 4 , Huesca, 44350",8016.47,176,https://picsum.photos/200/300?random=132,2023-07-01,Servicios Castellana S.L.N.E
133,Guantes Aperiam,"Urbanización Jovita Jerez 223 Puerta 5 , Soria, 22123",6828.88,52,https://picsum.photos/200/300?random=133,2023-06-10,Xiomara Batalla Roda S.L.L.
134,Ratón Nesciunt,"Paseo Luciana Querol 195, Asturias, 27855",66.43,137,https://picsum.photos/200/300?random=134,2025-01-03,Supermercados Aznar S.L.U.
135,Guantes de Boxeo Quis,"Via Clementina Ferreras 122, Madrid, 47953",3498.82,116,https://picsum.photos/200/300?random=135,2023-08-25,Servicios Ruano & Asociados S.Coop.
136,Monitor Amet,"Acceso de Eugenio Azorin 87, Toledo, 49498",8664.47,42,https://picsum.photos/200/300?random=136,2024-03-10,Transportes del Sur S.A.
137,Monitor Repellat,"Ronda Gloria Barral 15, Valladolid, 34886",1189.55,55,https://picsum.photos/200/300?random=137,2024-06-30,Hnos Bayo S.L.
138,Gafas de Natación Nulla,"Cañada de Rita Alberdi 289 Puerta 7 , Álava, 35390",8047.66,117,https://picsum.photos/200/300?random=138,2023-08-01,Rueda y Leal S.A.
139,Estantería Laboriosam,"Rambla Osvaldo Pazos 771, Palencia, 47519",6361.63,199,https://picsum.photos/200/300?random=139,2024-01-14,Zamorano y Cuesta S.Com.
140,Pendientes Rem,"Rambla Odalis Botella 28 Piso 3 , Castellón, 16785",3963.24,125,https://picsum.photos/200/300?random=140,2024-06-24,Instalaciones WDJ S.L.N.E
141,Botella de Agua Iste,"Callejón Héctor Vaquero 6 Apt. 94 , Burgos, 03348",5088.04,7,https://picsum.photos/200/300?random=141,2024-09-22,Desarrollo Costa & Asociados S.Com.
142,Chanclas Reprehenderit,"Callejón de Hermenegildo Pintor 75, Girona, 31101",8841.28,133,https://picsum.photos/200/300?random=142,2024-03-12,Alegre y Cuervo S.Coop.
143,Ropa Deportiva Eos,"Pasadizo Anselmo Canet 69, Málaga, 44753",8590.1,120,https://picsum.photos/200/300?random=143,2024-12-23,Grupo Bonilla S.L.
144,Cojín Reiciendis,"Ronda de Alba Girona 74 Apt. 19 , Albacete, 49564",4155.42,185,https://picsum.photos/200/300?random=144,2023-10-17,Supermercados Santamaria y asociados S.A.
145,Tenedor Quo,"Camino de Zaida Mayo 10, Cádiz, 48132",1561.41,111,https://picsum.photos/200/300?random=145,2024-08-07,Hermanos Salas S.Coop.
146,Libro de Texto Expedita,"Plaza Román Hernando 412, Santa Cruz de Tenerife, 05815",8993.2,38,https://picsum.photos/200/300?random=146,2024-02-08,Comercializadora Cerezo S.L.U.
147,Hervidor Reiciendis,"Plaza Florina Vila 38 Piso 4 , Tarragona, 22743",8144.47,179,https://picsum.photos/200/300?random=147,2023-10-18,Somoza y asociados S.L.N.E
148,Tabla de Surf Nulla,"Cuesta de Marita Mercader 80, Huelva, 29397",1949.13,79,https://picsum.photos/200/300?random=148,2024-06-20,Consultoría TZV S.L.
149,Cinturón Error,"Cuesta de Graciela Esparza 951 Piso 2 , Córdoba, 02706",1348.31,36,https://picsum.photos/200/300?random=149,2024-06-09,Marianela Gisbert Peiró S.A.D
150,Proyector Ad,"Rambla de Eva María Bernad 193 Puerta 5 , León, 27930",2739.15,68,https://picsum.photos/200/300?random=150,2023-07-14,Ariza y Tur S.A.T.
151,Cama Sed,"Cañada de Eleuterio Cardona 3, Almería, 48833",3046.16,73,https://picsum.photos/200/300?random=151,2024-07-18,Grupo Girona S.Com.
152,Zapatos de Seguridad Qui,"Rambla Ariel Seguí 37 Puerta 8 , Cáceres, 43543",6236.19,123,https://picsum.photos/200/300?random=152,2023-07-18,Sarabia & Asociados S.Coop.
153,Juguete Educativo Dolorem,"C. de Maricela Vilanova 88 Piso 2 , Murcia, 40861",1780.81,3,https://picsum.photos/200/300?random=153,2023-07-31,Logística VWM S.A.
154,Refrigerador Et,"Pasaje de Cruz Hoz 5 Piso 7 , Zaragoza, 39716",5467.46,134,https://picsum.photos/200/300?random=154,2023-06-25,Peñalver & Asociados S.A.
